SMILES,shift_value
CN1NC(C(F)(F)F)NC1N,-66.13
O=C(NCC1CCC(F)CC1)C1CCOCC1,-116.07
CC1(C)CN(CC2CNCC(F)C2)CC2CCCCC2O1,-126.89
Cl.NCC1CCCC(C(F)(F)F)O1,-74.66
O=C(C1CCC(-C2CCCCC2F)O1)N1CCOCC1,-114.35
CC1CC(C(=O)N(C)C2CCC(F)CC2)CC(O)N1,-113.46
FC(F)(F)C1NC[NH]N1,-64.49
CC(NC(=O)C1C(F)CCCC1Cl)C1CCCO1,-115.04
N#CC1CNN(-C2CCC(C(F)(F)F)CC2)C1N,-62.21
CC1NC(C)N(CC2CNCC(F)C2)N1,-125.42
NC(=O)NC1(C2CCC(F)CC2)CC1,-117.6
O=C(NCC(F)F)N1CCC(C2CCCCC2)CC1,-123.61
O=C(CC1CCSC1)NC1CCC2C(C1F)CCNC2,-128.45
CN1C(=O)CNC2CCC(C(F)(F)F)CC21,-60.7
CN1CC(NC2CC(C#N)CCC2C(F)(F)F)CCC1=O,-63.52
C/C=C/F,-130.0
CN(CC1CNN(C)C1)S(=O)(=O)C1CCC(F)CC1,-105.1
O=C(O)C(F)(F)F,-76.0
CS(=O)(=O)C1CCC(F)C(NC(=O)C2CCCCC2)C1,-115.31
CC1CCC(F)CC1CN1CCNN1,-117.32
O=C(NCC1CCN2CCNC2C1)NC1CCNCC1F,-144.84
O=C(O)F,-12.5
CN1CC(=O)N(CC2CCC(Cl)C(F)C2)C1=O,-115.95
CC1CCC(C(=O)N2CC(O)CC2C)CC1F,-117.38
CSCF,-189.0
O=C(NC1CCC(F)CC1)[C@H]1C[C@@H](O)CN1,-117.33
O=C(NC1CCCC(OC(F)F)C1)N1CCSCC1,-81.74
CC1NCN(CC2CCCNC2C(F)(F)F)N1,-63.96
CC(C)OC1CCC(NC(=O)N2CCC23CCC3)C(F)C1,-121.13
CN1C(C(F)(F)F)CCCC1=O,-64.14
CN(CC1CCCNC1)C(=O)C1CCCCC1F,-116.69
O=C(OOC(=O)C(F)(F)F)C(F)(F)F,-78.0
N#CC1=CC(C(F)(Br)Br)=CC=C1,-58.0
CC(C)N1C(=O)[NH]C2CC(F)CCC21,-121.34
CC1CCCC(C(=O)N2CCN(CC(F)F)CC2)C1,-119.88
CN(C)C(=O)C1(C2CCCCC2F)CC1,-115.15
Cl.FC1CCCC(Cl)C1CC1CNC1,-113.82
CN(C(=O)CC(F)(F)F)C1CCC2C(C1)OCO2,-62.5
CC1NN(C)C2SC(C(=O)NCC(F)(F)F)CC12,-71.96
CC(F)CCN1CCC(O)CC12CCC2,-172.33
CC1NC2CC(F)CCC2CC1C(=O)NCC1CC1,-106.9
O=C1CN(C2NCC(Cl)CC2F)CCN1,-125.75
CC1N[NH]C(=O)C(C(=O)NC2CCCC(F)C2)C1C,-111.81
CCCCCCCCC(F)N1C=NC2=C1C=CC=C2,-136.0
O=C(O)C1SCNC1C(F)F,-114.24
Cl.FC1CCCC(C2COCCN2)C1,-112.25
O=C1CC(C(F)(F)F)C2C([NH]1)CCC2,-66.75
O=P(F)(F)F,-90.7
FC1(F)OC(Cl)(Cl)C(Cl)(Cl)O1,-56.5
CC1CN(C(=O)NCCC2CCCC(F)C2)CC(C)O1,-114.31
CS(=O)(=O)C1CCCC(C(N)C2CCC(F)CC2)C1,-115.43
O=C(NC1CCOCC1)C1CC2CC(F)CCC2O1,-120.05
FC1=CC=NC=C1,-103.0
FC(F)(F)C1=NC=CS1,-60.0
CC1CC(F)CC(C(=O)NC2(C(=O)O)CCC2)C1,-113.78
O=C(C1CCOC1)N1CC(CC(F)F)C1,-116.83
C=C(F)CCCC1CCCCC1,-94.91
N#CC1C(F)CCCC1N1CCCC(CC(N)=O)CC1,-106.45
O=C(OCC(F)(F)F)C1=CC=CC=C1,-73.0
CC1=C(OC(F)F)CCC1,-82.0
[H]C1=NOC(C(F)(F)F)=C1[H],-62.0
COC1CCC(CN2CCNC2)CC1F,-135.63
O=C1CN(CC2CCC(F)CC2Cl)CCN1,-112.52
FC(F)C1CCN(CC2CCON2)CC1,-123.55
COC1CCC(C(F)(F)C2CCCCC2)CC1,-87.32
C[C@@H](CO)N(C)C1NCCCC1F,-127.44
N#CC1CCC(CN2CCCCC2=O)CC1F,-107.35
FC(F)(C1CCC(Br)CC1)C1CCC(Br)CC1,-89.55
CC1CC(C(=O)N2CCC2)CC(C)C1OC(F)F,-79.46
N#CC1CCC(N2CCOC(CF)C2)CC1,-231.5
CN1CCN(C(=O)NC2CCC(C(F)(F)F)CC2)CC1,-61.53
CCOC(=O)/C=C/CF,-224.0
CC1CCCC(C(=O)NC2CC23CC3)C1F,-119.92
OC1=CC=NC(SC(F)F)=N1,-98.0
FCC1CN(C2NC(C3CC3)NS2)C1,-228.77
CC1CC(F)CCC1NC(=O)C1CCC(=O)[NH]N1,-115.41
FC(F)(F)N(C(F)(F)F)C(F)(F)F,-55.969
CC(F)(F)Cl,-46.0
CCCC1C(CCC)C(-C2CCC(Cl)CC2)C(C(F)(F)F)C(C(F)(F)F)C1-C1CCC(Cl)CC1,-50.44
N#CC1(CN2CCC(C(F)(F)F)N2)CCC1,-61.65
CC1C[NH]CC1C(=O)N1CC(CC(F)F)C1,-116.7
CC1CCCC(C(=O)NC2(C(F)F)CC2)N1,-120.64
CC1CCC(S(=O)(=O)N2CCCO2)C(F)C1,-108.94
CC1CC(C(=O)NC2CCCCC2F)NO1,-122.89
CC1CNCCN(CC(F)(F)F)C1,-69.75
NC1CCC(F)C(N)C1,-106.5
CN(CC(N)=O)C(=O)C1CC2C(F)CCCC2S1,-117.36
FC1=C2C=CC=NC2=CC=C1,-123.0
FC(F)N1CNCN1,-95.41
NC1(C(=O)N2CCC3C(F)CCCC32)CC1,-118.74
CC(O)CC(F)(F)F,-64.8
CCCCC(C)C(F)(F)F,-74.0
CC1CC(F)CCC1NC(=O)C1CC1,-116.09
CC1CCC(NC(=O)N2CCOCC2)CC1F,-116.88
CC1(C)CN(C(=O)C2CCNCC2)CCC1C(F)(F)F,-64.62
FC(F)(F)C1CSC(CN2CCNCC2)N1,-63.96
O=C(C1=CC=CC=C1)C(F)(F)Cl,-93.0
FC(F)(F)C1CSC(N2CCNCC2)N1,-64.72
CC1CC(NCC2NCCN2C)CCC1F,-131.32
CC(C)C(C)(F)F,-102.2
CC1CCCC(NC(=O)C2(C)COC2)C1F,-128.05
O=C(NC1(C(F)F)CC1)C1CCCCC1,-120.92
CC1OCCC1C(=O)N(C)CC1CCC(F)CC1,-115.39
O=C(N1CCCO1)C12CC3CC(CC(F)(C3)C1)C2,-126.31
FC1(F)O[C@H](Cl)[C@@H](Cl)O1,-55.5
O=C(NC1CCC(F)CN1)[C@]12C[C@H]1CCN2,-131.14
FC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-127.0
CC1(C)OC(C(F)(F)F)C2=C1C=CC=C2,-40.0
CCOC(=O)CC(F)F,-117.0
CCC(O)C(F)(F)CC,-111.8
COC(F)(F)C1=CC=CC=C1,-72.0
FC1CCCC2CCCCC12,-124.0
CCCC(F)(F)F,-68.0
C[C@@H]1CN(C(=O)C2CCCC(F)C2Cl)C[C@H]1C(N)=O,-114.27
O=C(NC1CCC(-N2CNCN2)C(F)C1)C1CCCC1,-122.65
CC1CCC(CF)CC1,-223.0
FC1=COC2=CC=CC=C12,-177.0
CN(CC1NCCCN1)C1CCC(F)CC1,-128.27
O=S(=O)(NCC1CCCC(F)C1)C1CC1,-113.5
CCCCCCC(=O)CCC(F)(F)F,-67.0
CN1CC(CNC(=O)NC2CCCC(F)C2)CN1,-112.53
CC1NCC(CN(C)C2CCC(F)CC2C#N)S1,-120.72
CN1CCC(N(C)C(=O)CC2CCCC(F)C2)C1=O,-114.27
CC1CC(C2CCCC(F)C2)N(CC(N)=O)C1,-113.66
O=S1(=O)CC[C@]2(C(F)(F)F)CNC[C@@H]21,-74.53
O=C(NC1CCCC(C(F)(F)F)C1)C1CCCNC1,-62.42
CC(C)NC(=O)N1C[C@@H](F)C[C@H]1CO,-169.34
CC1CCC(F)C(OCC2NNC(C)O2)C1,-139.75
FC(F)(F)Cl,-28.0
CC1NC(N)N(-C2CCC(F)CC2C)N1,-111.17
CC1(C)C(C(F)(F)F)CCN1C(=O)C1CCC(O)NC1,-64.93
CNC(=O)CN1CC=C(C(F)(F)F)CC1,-69.2
O=C(CC1CCCS1)N1CC(CF)C1,-228.39
[H]C1=C(C(F)(F)F)N=NN1C1=CC=CC=C1,-60.0
O=C(C1CNCC(F)C1)N1CCC2(CCCCC2)C1,-124.58
CC1C(C(C)N)OC2CCC(F)CC12.Cl,-120.93
COC1(C)CN(C(=O)NC2CCCCC2C(F)(F)F)C1,-60.71
CC1CNC(C(C)NC2CCC(F)CC2)O1,-126.02
FC(F)(F)C(Cl)(Cl)CC(Cl)Cl,-80.22
COC1CCC(NC(=O)N2CCOC(C)C2)CC1F,-135.05
CC1CCCC(F)C1NCC(=O)N1CCOCC1,-139.91
CC(C1CCC(F)CC1)N(C)C(=O)C1CCC(=O)[NH]N1,-115.13
O=C(C1CCNCC1C(F)(F)F)N1CCC2(CCC2)C1,-60.5
O=C(NCC1COC2CCCCC2O1)C1CCC(F)CC1,-107.97
CN1CC(OCC2CCC(F)CC2)CN1,-114.09
CC1NCCN1CC(=O)NC1CCC(F)C(Cl)C1,-119.93
FC(F)(Cl)C=C(Cl)Cl,-47.14
C=C(C1CCC(Br)CC1)C(F)(F)F,-64.9
FC1CC1,-218.0
CC(=O)N1CCC(N)C2CCC(F)CC2C1.Cl,-114.36
NC(=O)NC1CCC(OC(F)F)NC1,-85.82
CC1CC(S(=O)(=O)N2CCCC2)CCC1F,-109.13
CC(C)C(=O)N1CCN(C(=O)CC2CCCC(F)C2)CC1,-113.45
O=S(=O)(C1=CC=CC=C1)C(F)(F)F,-78.0
N#CC1C(F)CCCC1N[C@H]1C[C@@H](O)C1,-107.82
CC1CCN(C(=O)C2CCC3NNC(C(F)F)N3C2)CC1,-119.43
O=C([O-])CC1NC(-C2CCC(F)CC2)CS1.[Na+],-114.04
CC(C1CC1)N(C)S(=O)(=O)C1CCC(F)CC1,-105.63
CC1CCC(F)C2OC(C(=O)O)CC12,-142.1
CCC(=O)N1CCOC(C2CCC(C(F)(F)F)CC2)C1,-62.28
CC(NC(=O)NC1CCCCC1F)C1CCNCC1,-127.69
CC1CCC(F)C(NC(=O)C2CCCN2C)C1,-127.99
CCCCCC/C=C(\F)CCCCCC,-111.0
CCOC1C(F)CCCC1C(=O)N1CCNC(C)C1.Cl,-129.29
N=S(=O)(C1CCCCC1)C(F)Cl,-130.5
O=C(NCC1CCCNC1)NC1CCC(F)C(Cl)C1,-123.29
CC1CCCC2CCCC(F)C12,-113.0
FC1CCC2C(C1)CCC2,-115.5
O=C(CO)N1CCCC(CC(F)(F)F)C1,-63.2
C[Si](C)(C)C(F)(F)Cl,-58.0
CC(=O)N1CCC(C(=O)NC(C)C2CCC(F)CC2)CC1,-115.98
N#CC1(CN2C[C@@H](F)C[C@H]2CO)CC1,-167.54
OC1CCN(C2CC(C(F)(F)F)NC3CCCCC23)CC1,-67.75
CC1NN(-C2CCCCC2)C(C)C1C(N)C(F)(F)F.Cl,-76.68
O=C(NC1CCCCC1F)N[C@@H]1C[C@H]1CO,-124.34
O=C(N1CC(O)C1)C1(C2CCC(F)CC2)CCCC1,-116.5
CS(=O)(=O)N1CCCC(C(F)(F)F)C1,-71.75
N#CC1CCC(N2CCN3CCCCC3C2)C(F)C1,-120.08
CC1CC(C(=O)NC2CCC(F)CN2)CO1,-130.91
C=C(C1CCCCC1)C(F)(F)S(=O)(=O)C1CCCCC1,-97.7
FC(F)(F)NC(F)(F)F,-56.5
CC1CCC2C(N1)OCCN2C(=O)C1CCC(F)CC1C,-110.85
O=C(C1CCCC1)N1CCOC2CCCC(F)C21,-113.9
CS(=O)(=O)NC1CC(C(F)(F)F)C[NH]C1=O,-62.21
CCCC/C=C/C(F)(F)C(=O)OCC,-98.0
O=C(O)C1CCC(=O)N(C2CCCC(F)C2)C1,-111.96
F/C(Cl)=C\C1=CC=C(I)C=C1,-73.0
N#CC1CCC(F)C(CN2CCCCC2C(N)=O)C1,-106.39
CCC(F)F,-120.0
O=C(O)CN1CCCC(C(F)(F)F)C1=O,-66.97
CN(C1CCC(F)CC1)S(=O)(=O)C1CC1,-113.8
CC1CCC(F)CC1,-118.3
N#CC1CC(F)CC(N2CCOCC2)C1,-109.85
N#CC1CCC(CN2NC(C(F)(F)F)CCC2=O)CC1,-67.18
O=C(CN1CC(C(F)(F)F)CC(Cl)C1=O)N1CCC1,-62.15
FC1CNC(NCC2CC23CC3)NC1,-155.91
FC(F)F,-78.0
C[C@@H]1CN(C)C[C@H](C(=O)N2CCCC(C(F)(F)F)C2)O1,-72.15
CC(O)(C(F)(F)F)C(F)(F)F,-84.2
CS(=O)(=O)NC1CCN(CC(F)(F)F)C1,-69.22
N#CC(F)C1=CC=C2C=CC=CC2=C1,-167.0
O=C(CN1CC(C(F)(F)F)CCC1=O)N1CCOCC1,-62.24
CC1CC(C)N2NCC(C(=O)NCC(F)(F)F)C2N1,-71.6
OC1=N[C@](C2CCCCC2)(C(F)(F)F)C(O)=N1,-75.0
CC1=CCCN(C2NCC(C(F)F)CN2)C1,-110.39
CC(C)CC1COCCN1C(=O)C1CCCCC1F,-116.84
O=S(=O)(CF)CC1=CC=CC=C1,-212.0
FCCBr,-212.0
CC1NC(C(=O)O)C(-C2CCC(F)CC2)S1,-114.08
CCOC(=O)CF,-230.0
CCN(CC)C(F)(F)F,-59.0
O=C(CNC1CCC(F)CC1Cl)N1CCNC1=O,-125.95
C[C@@H]1C[C@H](O)CN(C2CCC(F)CN2)C1,-141.92
CCCCCC(F)(F)Br,-44.0
N#CC1C(F)CCCC1N1CCCC(CCO)C1,-106.59
CC1CCCNC1CNC(=O)C1CCCC(F)C1,-112.46
CCCCC1CC2C(C(C(F)(F)F)N1)C(C)(C1CCCCC1)OC2,-63.49
CF,-271.9
CC1C(F)CCCC1C(=O)N[C@@H]1CCC(=O)N[C@H]1C1CC1,-116.03
C/C=C\F,-128.0
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-63.4
FC1=CC=CC2=C1C1=C(C=CC=C1)O2,-119.0
CC1CNC(N2C[C@@H](F)C[C@H]2CO)S1,-169.72
CC1CCC(CS(=O)(=O)N2CCCCO2)C(F)C1,-117.72
O=C(COC1CCC(F)CC1)N1CCCCC1,-123.16
[H]C(F)(CCCCCCCC)OS(C)(=O)=O,-119.0
CNC(=O)C1C[NH]NC1-C1CCC(F)CC1,-112.71
CC1=NN(C)C(=O)C1C(=O)NC1CCCCC1F,-129.22
CC(O)C1CCCCN1CC1CCC(F)CC1C#N,-111.65
FC(F)(F)C1NCCCN1,-70.6
CC1CC(F)CC(S(=O)(=O)N2CCCC2CN)C1.Cl,-110.99
FC1CCCCC1,-175.0
O=C(O)[C@@H]1CCCN[C@@H]1C(F)(F)F,-70.34
FC1CCC(CN2CCOCC2C2CC2)CC1,-115.51
CCCC/C=C\C(F)(F)F,-59.0
NC(C(=O)O)(C1CCCCC1)C(F)(F)F,-70.8
C[Si](C)(C)F,-158.0
NC1NNC(C(F)F)O1,-120.89
CN1NCC2C1CCCC2NC(=O)CC1CCCCC1F,-117.7
COC(C(=O)N1CCCN(C)C2CCC(F)CC21)C1CC1,-121.18
FC(F)(F)C1CCCC(C(F)(F)F)C1,-64.0
FC(F)(F)C1=NC2=CC=CC=C2N=C1,-67.0
NC1CNN(COC2CCC(F)CC2Cl)C1,-117.47
CC1CCC(F)CC1NCC1NCCCN1,-116.25
CC1CC(C(=O)N(C)C2CC2)NN1C(F)F,-95.93
O=C(O)C1CC(F)CC2CCOC12,-115.8
OC1=CC=C(SC(F)F)C=C1,-89.0
CC(=O)N1CC(C)OC2C(F)CCCC21,-136.38
CCOC(=O)C(F)(F)Cl,-64.5
O=C(CN1CC(C(F)(F)F)CCC1=O)N1CCNC1=O,-62.26
O=S(=O)(NC1CCCC1)C1CCCCC1F,-111.33
O=C1CC2C(Cl)CCC(F)C2N1,-135.55
O=[N+]([O-])C(C(F)(F)F)C(F)(F)F,-72.7
CC1CC(C(=O)NC2CCNCC2C)CCC1F,-112.19
FC(F)C1CCCC1,-119.0
O=C(C1CCC(O)NC1)N1CCCC1C1CCCC(F)C1,-113.08
CC1NC(CN(C)C(=O)NC2CCC(F)CC2)NO1,-118.85
O=C(C1CNCN1-C1CCC(F)CC1)N1CCCC1,-113.3
CS(=O)(=O)NCC1(C2CCCC(F)C2)CCOCC1,-113.27
CC1NCC(C(F)(F)F)[NH]1,-62.0
CC1CC(F)CCC1CN1CCC(C2NCCO2)CC1,-114.0
N#CC1C(F)CCCC1OCC1CCON1,-106.12
O=C(O)[C@@H]1CC=CC[C@H]1C(F)(F)F,-71.12
NC1CCC2C(C1)CCC(=O)N2CC(F)F,-121.67
O=C(O)C(F)C(=O)O,-192.2
O=C([O-])CC1NC(C(F)(F)F)CS1.[Na+],-63.38
F/C=C/Cl,-131.0
COC1CCC(C(=O)NC2CCCC(C)N2)C(F)C1,-110.21
CN(C(=O)N1CCCO1)C1CCC(F)CC1,-115.51
O=C1C2CCCN2C(=O)N1CC1CCCC(F)C1,-113.03
COC1=CC=C(OC(F)F)C=C1,-75.8
[H]C(F)(OCC)C(=O)OCC,-133.0
CS(=O)(=O)N1CCC(OC2CCC(F)CC2)CC1,-122.38
CC1CC(C(=O)N2CCOCC2)C2CCC(F)CC2N1,-107.73
CON(C(=O)OCC(Cl)(Cl)Cl)C(C)(F)F,-77.0
CC1NC(CNC(=O)NC2CCCC(F)C2)N[NH]1,-112.53
O=C(N1CCC(Br)CC1)C(F)(F)F,-74.0
N#CC1CCC(N2CCCOCC2)C(F)C1,-123.06
FC(F)OC1=CC=CC=C1,-87.0
COC1CC(F)CCC1NC(=O)C1CCC1,-113.48
CC1CCC(NC(=O)[C@H]2C[C@@H]2C(F)F)CN1,-116.22
CN(CC(F)(F)F)[C@H]1CC[C@H](O)CC1,-69.88
O=C(NCC1CN[NH]C1)NC1CCC(F)C(Cl)C1,-123.41
NC(=O)C1(C2CCCC(F)C2)CCCC1,-113.31
O=C(C1CCC(F)C(Cl)C1)N1CCC(CO)C1,-112.94
O=C(CCN1C(=O)CCC2CC(F)CCC21)N1CCCC1,-122.65
CC1CCN(C(=O)CC2CCC(F)CC2)CCS1,-116.44
CC1CC(OCC2CNNN2C)CCC1F,-126.42
CN(CC1C(F)CCCC1Cl)C(=O)C1CCCO1,-113.72
CS(=O)(=O)NC1CCCC1C1CCC(F)CC1,-117.34
N#CC1CCC(F)CC1CN1CNC(C2CCC2)CC1=O,-101.92
[H]/C(C1=CC=CS1)=C(/[H])C(F)(F)F,-64.0
CC(C)(C)C(=O)CS(=O)C(F)(F)F,-78.0
N#CC1C(F)CCCC1OC[C@H]1C[C@@H](O)C1,-106.97
COC1CCCC(F)C1C(C)NC(=O)N1CCSCC1,-118.83
CC1(F)CCCN(C(=O)C2CCCNC2)C1,-152.48
C#COC(C)(C#CC(F)(F)F)C1CCCCC1,-50.82
CC1CCCCN1S(=O)(=O)C1CNCC(F)C1,-122.54
O=C1C2CCCN2C(=O)N1C1CCN(CC(F)(F)F)C1,-69.15
O=C1CC(C(F)(F)F)=NC2CCCCC2N1,-73.42
CC1(C)CN(C2NCC(F)CN2)CCS1,-156.95
CC1NOC(C2CCCN(CC3CCC(F)CC3)C2)N1,-115.25
O=S(=O)(NC1NCCCC1F)C1CCC2C(C1)CCC2,-131.79
N#CC1CCC(F)C(CNC(=O)NC2CCCCC2O)C1,-108.79
FC(F)(F)C1=CC2=CC=CC=C2N1,-61.0
CC1NCSC1CNC1CNCC(F)C1,-126.54
CC1CC(NCC2CNNN2C)CCC1F,-130.74
CN1CN(CC2CCCCC2F)CC1=O,-118.09
N#CF,-156.0
CC1CCC(C(=O)NCC2(O)CCOCC2)CC1F,-116.9
CC1CCC2C(C1F)NCCC2,-141.32
CC1ONCC1CN1CCCC1C(F)(F)F,-74.82
O=C(C1CCC1)N1CCOC2CCCC(F)C2C1,-117.12
CC1CC(F)CC(S(=O)(=O)N2CCCC2)C1,-111.35
OC1CCCC(F)C1,-111.5
O=C1NC(C(F)(F)F)NC2CCCCN12,-75.47
CC(=O)NC1(C2NOC(C(F)(F)F)N2)CCCCCC1,-65.76
CC1CCCC(C(=O)N2CCC(O)(C(F)(F)F)C2)C1C,-59.62
O=C(NCC1CC(Cl)CCN1)NC1CCC(F)CC1,-119.88
CC1NN(C)CC1CNC1CCCCC1F,-134.62
O=C1CCCC1F,-194.0
N#CCCN1NC(-C2CCC(F)CC2)CCC1=O,-111.43
O=C(NC1CC(F)CCC1C(=O)O)C1CCOC1,-107.13
NC(=O)C(C1CCC(F)CC1)N1CCCCC1,-113.56
CC1CCCC(CN[C@@H]2COC[C@H]2O)C1F,-124.14
CN(CCC#N)C1CCNC2CC(F)CCC12,-109.96
CC1NCN(CC2NCCN2C(F)F)C1C,-93.0
CC(CC#N)NC1NC2C(F)CCCC2O1,-131.97
CC1NC(C(F)(F)F)CCC1O,-65.61
CC1CC(C(=O)NC2(CO)CCOC2)C(Cl)CC1F,-112.46
CC(C)N1CCC(NC(=O)NC2CCC(F)CN2)C1=O,-135.33
O=C(O)C1CC(F)C2NCCCC2C1,-127.56
N#CCC1COC2CCC(F)CC12,-120.3
CCOC(=O)C(F)C1=CC=CC=C1,-180.0
C=C(F)C1CCCCC1,-108.47
CN(CC1CCCCC1F)C(=O)C1CCC2C(C1)OCO2,-118.87
C=C(F)CC(C(=O)OC)C(=O)OC,-97.34
FC(F)(CC1CCCCC1)C1CCCCC1,-94.7
O=S(=O)(NC1CCCC2OCCC21)C1CCCC(F)C1,-110.14
CCC(=O)N1CC(=O)NC2C(F)CCCC21,-130.63
[H]C([H])=C(CCCCCCC)C(F)(F)F,-70.0
CC1=CCCN(CC2NC(C(F)F)NO2)C1,-121.22
O=C(CN1CCCN1)N1CCCC1CF,-220.05
CC1CNC(NC(=O)C2CCC(F)CC2)O1,-106.79
CN(C(C1CCC(F)CC1)C1CC1)S(C)(=O)=O,-115.27
FC(F)(F)C1=C(C2=CC=CC=C2)NC2=CC=CC=C21,-53.0
CC1=CC(F)=CS1,-128.0
FC1CC2C(CC1F)CCCC2,-127.0
O=C(O)C1=CC2CCCCC2OC1C(F)F,-130.25
O=C(NC1CCC(Cl)CC1F)C1CCCO1,-120.81
CNC(=O)C1CN(C(=O)CC2CCC(F)CC2)CCO1,-116.27
FC(F)(C1CCCCC1)C1CCC(Br)CC1,-89.5
COC(=O)C(F)(F)[N+](=O)[O-],-53.0
O[C@@H]1CCN(C2NC3C(F)CCCC3O2)C1,-131.73
CC1=NN(C2CCC(C(F)(F)F)CN2)C(=O)C1,-61.76
CN(C)C(=O)C1CCCN1C1CCC2CCC(F)CC2N1,-110.61
COC(=O)C(F)(F)S(=O)(=O)Cl,-100.0
CN(C)C1CCC(NC(=O)C2CCCC(F)C2)CN1,-112.32
CC1CCCC(F)C1,-113.5
O=S(=O)(C1CNCC(F)C1)N1CCC2(CCCCC2)C1,-120.15
FC(Cl)Cl,-82.0
FC(F)(F)N1CNCN1,-60.37
CCC1NNSC1C(=O)NC1CCC(F)CC1,-115.88
CC1CC(C)N(C2CN(CC3CC(C#N)CCC3F)C2)N1,-107.45
COC(=O)C(=O)C(F)(F)F,-76.0
FC1CCCCC1CNC1CN[NH]C1,-119.53
O=C(N1CC2CCC1C2)C1(C2CCCC(F)C2)CC1,-113.15
C=C(F)C1=CC=CC=C1,-120.0
CC1CCC(F)CC1S(=O)(=O)N1CCN[C@H](C)C1.Cl,-115.09
CCOP(=O)(OCC)C(F)(F)C1=CC=C(C)C=C1,-109.0
O=C1CCN1C1CCC(C(F)(F)F)CC1,-61.68
CC1(C)COCCN1C(=O)C1CCCC(F)C1,-112.29
FC(F)(C1CCC(Cl)CC1)C(F)(F)C1CCC(Cl)CC1,-112.15
CC1CC2NC(N)SC2CC1F,-124.6
O=C(C1CCC(OC(F)(F)F)CC1)N1CCC(O)CC1,-57.79
[H]C([H])=C(F)C(C)=O,-116.0
O=C(NC1CCC(F)CC1)N1CCCCN1,-119.77
FC(F)(F)[C@H]1[C@H]2CCCO[C@H]21,-57.76
CCC1NCNC(N2CCCC2C2CCCO2)C1F,-150.49
COC1CC(C(=O)N2CC(C)C2)CCC1F,-131.31
CC1NOC(C)C1C(=O)N1CCCC2CCC(F)CC21,-116.02
N#CC1CCC(N2CCN(C(=O)NC3CC3)CC2)C(F)C1,-120.35
O=C(N[C@@H]1CCCOC1)C1CC(F)C[NH]1,-163.94
CC1N[NH]CC1C(F)(F)F,-56.4
CCCCCCCCC1=NC2=CC=CC=C2C(C(F)(F)F)=C1,-63.0
CC12CCC(=O)N1C(C(=O)NCC(F)(F)F)CS2,-71.99
CN1C(=S)N(C(F)F)C2=C1C=CC=C2,-103.0
OC[C@H]1CCCN1CC1CCC(Cl)C(F)C1,-116.48
CC(C)NC(=O)N1CCN(CC2CCCCC2F)CC1,-117.1
CC1CCC(F)CC1NC(=O)NC(C)C1CCNCC1,-116.63
CC1NN(-C2CCC(F)CC2)C(N)C1C#N,-111.97
FC(F)(F)C1=CC=C(N)C=C1,-61.7
O=C1CC(NC(=O)C2CNCC(F)C2)CN1,-125.1
CN1NCCC1C(=O)N1CCNCC1C1CCCC(F)C1,-111.72
N#CC1CCC(F)C(CN2CCOCC2)C1,-106.32
CC1(C(=O)NCC2CCC(F)CN2)COC1,-128.87
CC(CC(=O)N1CCCC1)C1CCCC(F)C1,-113.86
OCC(F)(F)C1=CC=CC=C1,-107.9
FC(Cl)(Cl)CC(F)(Cl)Cl,-52.54
CC1CC(F)CC(NCC2NCCN2C)C1,-114.05
FC1CCC2CC[NH]C2C1,-121.8
CC(F)C1=CC2=C(C=CC=C2)C=C1,-167.0
FC(F)(F)C1CCNCC1,-64.5
FC1CC2CC(Br)CCC2O1,-109.7
O=C1CCC2CN(S(=O)(=O)C3CCCCC3F)CCN12,-109.31
N#CCC1NC2CCC(F)CC2[NH]1,-119.57
NC(=O)N(CC1CCCC(F)C1)C1CC1,-113.69
FC1CNCC(CN2CCOCC23CC3)C1,-126.49
O=C(NC1CCCNC1)N1CCC2CCC(F)CC21,-115.39
OCC1NC(CC2CCCC(F)C2)NO1,-113.41
Cl.O=C(CC1CCC(F)CC1)N1CCCC1C1CCNCC1,-116.33
OC1CCC(F)C(O)C1,-150.6
FCBr,-191.0
O=C(C1CCNCC1)N1CCC[C@@H]1C(F)F,-126.04
[F-].[F-].[F-].[F-].[F-].[Sb+5],-108.0
N#C[C@H]1CC[C@@H](NCC2CCCC(F)C2)C1,-113.73
CC1(C)CN(C2CCNC(C(F)(F)F)C2)CCO1,-67.93
O=S(=O)(CC1=CC=CC=C1)C(F)(F)F,-77.0
F/C=C\CBr,-125.0
FC(F)SCC1=CC=CC=C1,-94.0
FC(F)(F)C1=CCN(C2CNCCN2)CC1,-69.28
[H]C([H])=C(C(=O)CCCCCCC)C(F)(F)F,-64.0
CC(=O)N1CCOC2CCC(C(F)(F)F)CC21,-61.35
CC1NOC(C)C1C(=O)NC1CC1C1CCC(F)CC1,-117.39
O=C(NC1CCC(F)CC1)N1CCN(C(=O)C2CC2)CC1,-119.06
[H]C(=O)C(F)C1=CC=CC=C1,-191.0
FC(F)(F)I,-5.1
O=C(OC(=O)C(F)(F)F)C(F)(F)F,-76.0
CC1CN(C2CCCCC2F)CCN1C(=O)C1CCC1,-123.79
CC1CCCNC1CN1CCCC(C(F)(F)F)C1=O,-65.28
